anio,mes,maquina,central,agente,agente_descripcion,region,pais,tipo_maquina,fuente_generacion,tecnologia,categoria_hidraulica,categoria_region,generacion_neta_MWh,indice_tiempo
2019,11,AVALTV12,AVAL,CTALVALG,C.TERMICA ALTO VALLE,COMAHUE,Argentina,TURBO VAPOR,Térmica,CC,,Comahue,6851.279,2019-11
2019,11,AVELDI01,AVEL,CTAVELLG,BIOGAS CT AVELLANEDA SECCO,LITORAL,Argentina,BIOGAS,Renovable,BIOG,,Gba - Litoral - Buenos Aires,4314.918,2019-11
2019,11,BAHIEO,BAHIEO,PEBAHIAG,P.EOLICO DE LA BAHIA,BUENOS AIRES,Argentina,EOLICA,Renovable,EOL,,Gba - Litoral - Buenos Aires,16759.226,2019-11
2019,11,BANDDI01,BAND,CTBANDEG,CT BANDERA SgoEstero - ENARSA,NOROESTE,Argentina,MOTOR DIESEL,Térmica,DI,,Noa,703.154,2019-11
2019,11,BANDEO,BANDEO,PEBANDEG,P.EOLICO LA BANDERITA,COMAHUE,Argentina,EOLICA,Renovable,EOL,,Comahue,14082.031,2019-11
2019,11,BARDDI01,BARD,CTBQUERG,CT BARRANQUERAS Chaco,NORESTE,Argentina,MOTOR DIESEL,Térmica,DI,,Nea,1774.623,2019-11
2019,11,BARIDI01,BARI,CTBARISG,CT BARILOCHE,COMAHUE,Argentina,MOTOR DIESEL,Térmica,DI,,Comahue,0,2019-11
2019,11,BARKTG01,BARK,LOMABA3A,LOMA NEGRA - Pta. Barker,BUENOS AIRES,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,0,2019-11
2019,11,BBLATV29,BBLA,CPBUENAG,CENTRAL PIEDRABUENA S.A.,BUENOS AIRES,Argentina,TURBO VAPOR,Térmica,TV,,Gba - Litoral - Buenos Aires,128590.595,2019-11
2019,11,BBLATV30,BBLA,CPBUENAG,CENTRAL PIEDRABUENA S.A.,BUENOS AIRES,Argentina,TURBO VAPOR,Térmica,TV,,Gba - Litoral - Buenos Aires,125606.743,2019-11
2019,11,BBLMDI01,BBLM,CTPBUEMG,CT PIEDRABUENA MG(L.LATA),BUENOS AIRES,Argentina,MOTOR DIESEL,Térmica,DI,,Gba - Litoral - Buenos Aires,2808.432,2019-11
2019,11,BBLMDI02,BBLM,CTPBUEMG,CT PIEDRABUENA MG(L.LATA),BUENOS AIRES,Argentina,MOTOR DIESEL,Térmica,DI,,Gba - Litoral - Buenos Aires,2798.168,2019-11
2019,11,BBLMDI03,BBLM,CTPBUEMG,CT PIEDRABUENA MG(L.LATA),BUENOS AIRES,Argentina,MOTOR DIESEL,Térmica,DI,,Gba - Litoral - Buenos Aires,2029.332,2019-11
2019,11,BBLMDI04,BBLM,CTPBUEMG,CT PIEDRABUENA MG(L.LATA),BUENOS AIRES,Argentina,MOTOR DIESEL,Térmica,DI,,Gba - Litoral - Buenos Aires,2789.745,2019-11
2019,11,BBLMDI05,BBLM,CTPBUEMG,CT PIEDRABUENA MG(L.LATA),BUENOS AIRES,Argentina,MOTOR DIESEL,Térmica,DI,,Gba - Litoral - Buenos Aires,2948.499,2019-11
2019,11,BBLMDI06,BBLM,CTPBUEMG,CT PIEDRABUENA MG(L.LATA),BUENOS AIRES,Argentina,MOTOR DIESEL,Térmica,DI,,Gba - Litoral - Buenos Aires,2241.51,2019-11
2019,11,BERIDI01,BERI,EMISSANG,EMSA GENERACION,NORESTE,Argentina,MOTOR DIESEL,Térmica,DI,,Nea,220.704,2019-11
2019,11,BIC2EO,BIC2EO,PEBICE2G,P.EOLICO BICENTENARIO 2,PATAGONICA,Argentina,EOLICA,Renovable,EOL,,Patagonia,10718.275,2019-11
2019,11,BICEEO,BICEEO,PEBICE1G,P.EOLICO BICENTENARIO 1,PATAGONICA,Argentina,EOLICA,Renovable,EOL,,Patagonia,45656.064,2019-11
2019,11,BLOPTG01,BLOP,CTBRILOG,CT BRIGADIER LOPEZ,LITORAL,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,38086.051,2019-11
2019,11,BOLIDI01,BOLI,EDENBA1G,EDEN GENERACION,BUENOS AIRES,Argentina,MOTOR DIESEL,Térmica,DI,,Gba - Litoral - Buenos Aires,0,2019-11
2019,11,BRAGTG01,BRAG,CTBRAGAG,CT BRAGADO - EMGASUD,BUENOS AIRES,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,1211.681,2019-11
2019,11,BRAGTG02,BRAG,CTBRAGAG,CT BRAGADO - EMGASUD,BUENOS AIRES,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,982.618,2019-11
2019,11,BRAGTG03,BRA2,CTBRAG2G,CT BRAGADO 2 - GENNEIA,BUENOS AIRES,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,5907.983,2019-11
2019,11,BRAGTG04,BRA2,CTBRAG2G,CT BRAGADO 2 - GENNEIA,BUENOS AIRES,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,8228.979,2019-11
2019,11,BRAGTG05,BRA3,CTBRAG3G,CT BRAGADO 3 - GENNEIA,BUENOS AIRES,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,6767.129,2019-11
2019,11,BRAGTG06,BRA3,CTBRAG3G,CT BRAGADO 3 - GENNEIA,BUENOS AIRES,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,2515.229,2019-11
2019,11,BRC1DI01,BRC1,CBIORC1G,CENTRAL BIOELECTRICA R.CUARTO1,CENTRO,Argentina,BIOGAS,Renovable,BIOG,,Centro,1226.956,2019-11
2019,11,BRC1DI02,BRC1,CBIO1R2G,C.BIOELECT.R.CUARTO1 REN2,CENTRO,Argentina,BIOGAS,Renovable,BIOG,,Centro,35.593,2019-11
2019,11,BRC1DI02,BRC1,CBIO1R2G,C.BIOELECT.R.CUARTO1 REN2,CENTRO,Argentina,BIOGAS,Renovable,TV,,Centro,35.593,2019-11
2019,11,BRC1DI02,BRC1,CBIO1R2G,C.BIOELECT.R.CUARTO1 REN2,CENTRO,Argentina,MOTOR DIESEL,Térmica,DI,,Centro,35.593,2019-11
2019,11,BRC2DI01,BRC2,CBIO2R1G,C.BIOELECT.R.CUARTO2 REN1,CENTRO,Argentina,BIOGAS,Renovable,BIOG,,Centro,729.251,2019-11
2019,11,BRC2DI02,BRC2,CBIO2R2G,C.BIOELECT.R.CUARTO2 REN2,CENTRO,Argentina,BIOGAS,Renovable,BIOG,,Centro,796.538,2019-11
2019,11,BRCHTG01,BRCH,CTBRACHG,CT BRACHO - Y-GEN ELECTRICA II,NOROESTE,Argentina,TURBO GAS,Térmica,TG,,Noa,19756.798,2019-11
2019,11,BRKETG01,BRKE,CTBARKEG,CT BARKER,BUENOS AIRES,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,6332.828,2019-11
2019,11,BRKETG02,BRKE,CTBARKEG,CT BARKER,BUENOS AIRES,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,10795.05,2019-11
2019,11,BRKETG03,BRKE,CTBARKEG,CT BARKER,BUENOS AIRES,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,12236.217,2019-11
2019,11,BRKETG04,BRKE,CTBARK2G,CT BARKER CIERRE CC,BUENOS AIRES,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,8541.495,2019-11
2019,11,BROWTG01,BROW,TGBROWNG,TERMOELECTRICA GUILLERMO BROWN,BUENOS AIRES,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,74465.893,2019-11
2019,11,BROWTG02,BROW,TGBROWNG,TERMOELECTRICA GUILLERMO BROWN,BUENOS AIRES,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,78783.725,2019-11
2019,11,BSASTG01,BSAS,CCOSTANG,ENDESA COSTANERA SA,GRAN BS.AS.,Argentina,TURBO GAS,Térmica,CC,,Gba - Litoral - Buenos Aires,0,2019-11
2019,11,BSASTV01,BSAS,CCOSTANG,ENDESA COSTANERA SA,GRAN BS.AS.,Argentina,TURBO VAPOR,Térmica,CC,,Gba - Litoral - Buenos Aires,0,2019-11
2019,11,BVILDI01,BVIL,CTBELLSG,CT BELL VILLE - SULLAIR,CENTRO,Argentina,MOTOR DIESEL,Térmica,DI,,Centro,93.157,2019-11
2019,11,CACHHI,CACHHI,CEMPPOMG,CONSORCIO POTRERILLOS,CUYO,Argentina,TURB HIDRAULICA,Hidráulica,HID,Resto Hidráulico,Cuyo,33337.128,2019-11
2019,11,CADIHI,CADIHI,HTUCUMAG,HIDROELECTRICA TUCUMAN SA,NOROESTE,Argentina,HIDRAULICA <=50,Renovable,HR,Resto Hidráulico,Noa,4448.381,2019-11
2019,11,CAFAFV,CAFAFV,PFCAFAYG,PARQUE FOTOV. CAFAYATE,NOROESTE,Argentina,FOTOVOLTAICA,Renovable,SOL,,Noa,17836.14,2019-11
2019,11,CAIMDI01,CAIM,CTCAIMAG,CT CAIMANCITO -SULLAIR,NOROESTE,Argentina,MOTOR DIESEL,Térmica,DI,,Noa,4405.31,2019-11
2019,11,CAIMDI02,CAIM,CTCAIMAG,CT CAIMANCITO -SULLAIR,NOROESTE,Argentina,MOTOR DIESEL,Térmica,DI,,Noa,4143.078,2019-11
2019,11,CAIMDI03,CAIM,CTCAIMAG,CT CAIMANCITO -SULLAIR,NOROESTE,Argentina,MOTOR DIESEL,Térmica,DI,,Noa,4105.794,2019-11
2019,11,CAIMDI04,CAIM,CTCAIMAG,CT CAIMANCITO -SULLAIR,NOROESTE,Argentina,MOTOR DIESEL,Térmica,DI,,Noa,3926.376,2019-11
2019,11,CAIMDI05,CAIM,CTCAIMAG,CT CAIMANCITO -SULLAIR,NOROESTE,Argentina,MOTOR DIESEL,Térmica,DI,,Noa,3798.025,2019-11
2019,11,CALEHI,CALEHI,EPECORDG,EPEC GENERACION,CENTRO,Argentina,HIDRAULICA <=50,Renovable,HR,Resto Hidráulico,Centro,0,2019-11
2019,11,CALOFV,CALOFV,CFCALDEG,C.FOTOV.CALDENES DEL OESTE,CENTRO,Argentina,FOTOVOLTAICA,Renovable,SOL,,Centro,6639.619,2019-11
2019,11,CARRHI,CARRHI,CEMPPOMG,CONSORCIO POTRERILLOS,CUYO,Argentina,HIDRAULICA <=50,Renovable,HR,Resto Hidráulico,Cuyo,3964.039,2019-11
2019,11,CASSHI,CASSHI,EPECORDG,EPEC GENERACION,CENTRO,Argentina,HIDRAULICA <=50,Renovable,HR,Resto Hidráulico,Centro,2793.621,2019-11
2019,11,CASTDI01,CAST,CTCASTAG,CT CASTELLI - AGGREKO,NORESTE,Argentina,MOTOR DIESEL,Térmica,DI,,Nea,1744.64,2019-11
2019,11,CATADI01,CATA,EDECATKG,EDECAT GENERACION,NOROESTE,Argentina,MOTOR DIESEL,Térmica,DI,,Noa,70.531,2019-11
2019,11,CATDDI01,CATD,CTCATASG,CT CATAMARCA - SECCO,NOROESTE,Argentina,MOTOR DIESEL,Térmica,DI,,Noa,3900.459,2019-11
2019,11,CCOLHI,CCOLHI,CHCARACG,C.H.LOS CARACOLES - EPSE,CUYO,Argentina,TURB HIDRAULICA,Hidráulica,HID,Resto Hidráulico,Cuyo,24305.317,2019-11
2019,11,CCORHI,CCORHI,AESJURAG,AES JURAMENTO,NOROESTE,Argentina,TURB HIDRAULICA,Hidráulica,HID,Resto Hidráulico,Noa,11973.036,2019-11
2019,11,CDPITG21,CDPI,CTMENZAG,C. TERMICAS MENDOZA SA,CUYO,Argentina,TURBO GAS,Térmica,TG,,Cuyo,0,2019-11
2019,11,CEJEHI,CEJEHI,EPECORDG,EPEC GENERACION,CENTRO,Argentina,HIDRAULICA <=50,Renovable,HR,Resto Hidráulico,Centro,39.27,2019-11
2019,11,CEPUTG11,NPUE,CPUERTOG,CENTRAL PUERTO SA,GRAN BS.AS.,Argentina,TURBO GAS,Térmica,CC,,Gba - Litoral - Buenos Aires,151516.601,2019-11
2019,11,CEPUTG12,NPUE,CPUERTOG,CENTRAL PUERTO SA,GRAN BS.AS.,Argentina,TURBO GAS,Térmica,CC,,Gba - Litoral - Buenos Aires,147797.227,2019-11
2019,11,CEPUTV10,NPUE,CPUERTOG,CENTRAL PUERTO SA,GRAN BS.AS.,Argentina,TURBO VAPOR,Térmica,CC,,Gba - Litoral - Buenos Aires,161413.697,2019-11
2019,11,CEREDI01,CERE,CTCERSSG,CT CERES - SECCO,LITORAL,Argentina,MOTOR DIESEL,Térmica,DI,,Gba - Litoral - Buenos Aires,99.235,2019-11
2019,11,CERITV01,CERI,ECOENERG,PAMPA ENERGIA SA,BUENOS AIRES,Argentina,TURBO VAPOR,Térmica,TV,,Gba - Litoral - Buenos Aires,8964.996,2019-11
2019,11,CESPHI,CESPHI,CHCESPEG,CENTRAL HIDRAULICA CESPEDES,COMAHUE,Argentina,HIDRAULICA <=50,Renovable,HR,Resto Hidráulico,Comahue,2844.454,2019-11
2019,11,CGOMDI01,CGOM,CTCGOMEG,CT CAÑADA DE GOMEZ - SECCO,LITORAL,Argentina,MOTOR DIESEL,Térmica,DI,,Gba - Litoral - Buenos Aires,651.952,2019-11
2019,11,CGOMDI02,CGOM,CTCGOMEG,CT CAÑADA DE GOMEZ - SECCO,LITORAL,Argentina,MOTOR DIESEL,Térmica,DI,,Gba - Litoral - Buenos Aires,650.362,2019-11
2019,11,CGOMDI03,CGOM,CTCGOMEG,CT CAÑADA DE GOMEZ - SECCO,LITORAL,Argentina,MOTOR DIESEL,Térmica,DI,,Gba - Litoral - Buenos Aires,645.541,2019-11
2019,11,CGOMDI04,CGOM,CTCGOMEG,CT CAÑADA DE GOMEZ - SECCO,LITORAL,Argentina,MOTOR DIESEL,Térmica,DI,,Gba - Litoral - Buenos Aires,643.687,2019-11
2019,11,CHARDI01,CHAR,CTCHARSG,CT CHARATA - SULLAIR,NORESTE,Argentina,MOTOR DIESEL,Térmica,DI,,Nea,1128.13,2019-11
2019,11,CHARDI02,CHAR,CTCHARSG,CT CHARATA - SULLAIR,NORESTE,Argentina,MOTOR DIESEL,Térmica,DI,,Nea,1240.657,2019-11
2019,11,CHEPDI01,CHEP,EDELARFG,EDELAR GENERACION,NOROESTE,Argentina,MOTOR DIESEL,Térmica,DI,,Noa,966.044,2019-11
2019,11,CHEPFV,CHEPFV,PFCHEPEG,PARQUE SOLAR CHEPES,NOROESTE,Argentina,FOTOVOLTAICA,Renovable,SOL,,Noa,298.214,2019-11
2019,11,CHI1FV,CHI1FV,CFCHIM1G,C.FOTOV. CHIMBERAS 1,CUYO,Argentina,FOTOVOLTAICA,Renovable,SOL,,Cuyo,452.172,2019-11
2019,11,CHLEDI01,CHLE,CTCHILSG,CT CHILECITO - SECCO,NOROESTE,Argentina,MOTOR DIESEL,Térmica,DI,,Noa,685.911,2019-11
2019,11,CHNOEO,CHNOEO,PECHUB1G,P.EOLICO CHUBUT NOR 1 GENNEIA,PATAGONICA,Argentina,EOLICA,Renovable,EOL,,Patagonia,12769.17,2019-11
2019,11,CHOCHI,CHOCHI,HCHOCONG,HIDROELECTRICA EL CHOCON SA,COMAHUE,Argentina,TURB HIDRAULICA,Hidráulica,HID,Chocón,Comahue,142248.386,2019-11
2019,11,CIPODI01,CIPO,CTCIPOAG,CT CIPOLLETI - AGGREKO,COMAHUE,Argentina,MOTOR DIESEL,Térmica,DI,,Comahue,0,2019-11
2019,11,CIPOHI,CIPOHI,CHCIPOLG,CENTRAL HIDRAULICA CIPOLLETTI,COMAHUE,Argentina,HIDRAULICA <=50,Renovable,HR,Resto Hidráulico,Comahue,3406.135,2019-11
2019,11,CITRDI01,CITR,CTCITRUG,BIOGAS CTBG CITRUSVIL-ALCOVIL,NOROESTE,Argentina,BIOGAS,Renovable,BIOG,,Noa,1.307,2019-11
2019,11,COLBDI01,COLB,CTCOLBUG,CT COLON BS.AS - SULLAIR,BUENOS AIRES,Argentina,MOTOR DIESEL,Térmica,DI,,Gba - Litoral - Buenos Aires,68.667,2019-11
2019,11,CONDHI,CONDHI,CEMPPOMG,CONSORCIO POTRERILLOS,CUYO,Argentina,TURB HIDRAULICA,Hidráulica,HID,Resto Hidráulico,Cuyo,16880.33,2019-11
2019,11,COROHI,COROHI,GEMSAMEG,GENERADORA ELECTRICA MENDOZ.SA,CUYO,Argentina,HIDRAULICA <=50,Renovable,HR,Resto Hidráulico,Cuyo,2059.078,2019-11
2019,11,CORRDI01,CORR,CTCORRAG,CT CORRIENTES - AGGREKO,NORESTE,Argentina,MOTOR DIESEL,Térmica,DI,,Nea,2761.051,2019-11
2019,11,CORTEO,CORTEO,PECORTIG,P.EOLICO CORTI,BUENOS AIRES,Argentina,EOLICA,Renovable,EOL,,Gba - Litoral - Buenos Aires,34622.761,2019-11
2019,11,COSMDI11,COSM,COSTANDG,MOTOGENERADORES COSTANERA,GRAN BS.AS.,Argentina,MOTOR DIESEL,Térmica,DI,,Gba - Litoral - Buenos Aires,0,2019-11
2019,11,COSTTG08,COST,CCOSTANG,ENDESA COSTANERA SA,GRAN BS.AS.,Argentina,TURBO GAS,Térmica,CC,,Gba - Litoral - Buenos Aires,143070.21,2019-11
2019,11,COSTTG09,COST,CCOSTANG,ENDESA COSTANERA SA,GRAN BS.AS.,Argentina,TURBO GAS,Térmica,CC,,Gba - Litoral - Buenos Aires,8916.93,2019-11
2019,11,COSTTV01,COST,CCOSTANG,ENDESA COSTANERA SA,GRAN BS.AS.,Argentina,TURBO VAPOR,Térmica,TV,,Gba - Litoral - Buenos Aires,0,2019-11
2019,11,COSTTV02,COST,CCOSTANG,ENDESA COSTANERA SA,GRAN BS.AS.,Argentina,TURBO VAPOR,Térmica,TV,,Gba - Litoral - Buenos Aires,0,2019-11
2019,11,COSTTV03,COST,CCOSTANG,ENDESA COSTANERA SA,GRAN BS.AS.,Argentina,TURBO VAPOR,Térmica,TV,,Gba - Litoral - Buenos Aires,0,2019-11
2019,11,COSTTV04,COST,CCOSTANG,ENDESA COSTANERA SA,GRAN BS.AS.,Argentina,TURBO VAPOR,Térmica,TV,,Gba - Litoral - Buenos Aires,0,2019-11
2019,11,COSTTV06,COST,CCOSTANG,ENDESA COSTANERA SA,GRAN BS.AS.,Argentina,TURBO VAPOR,Térmica,TV,,Gba - Litoral - Buenos Aires,0,2019-11
2019,11,COSTTV07,COST,CCOSTANG,ENDESA COSTANERA SA,GRAN BS.AS.,Argentina,TURBO VAPOR,Térmica,TV,,Gba - Litoral - Buenos Aires,0,2019-11
2019,11,COSTTV10,COST,CCOSTANG,ENDESA COSTANERA SA,GRAN BS.AS.,Argentina,TURBO VAPOR,Térmica,CC,,Gba - Litoral - Buenos Aires,67644.3,2019-11
2019,11,CPIEHI,CPIEHI,CASAPIEG,CENTRAL CASA DE PIEDRA,COMAHUE,Argentina,TURB HIDRAULICA,Hidráulica,HID,Resto Hidráulico,Comahue,13625.411,2019-11
2019,11,CRIVTG21,CRIV,CTPATAGG,C.T. PATAGONICAS SA,PATAGONICA,Argentina,TURBO GAS,Térmica,TG,,Patagonia,296.704,2019-11
2019,11,CRIVTG22,CRIV,CTPATAGG,C.T. PATAGONICAS SA,PATAGONICA,Argentina,TURBO GAS,Térmica,TG,,Patagonia,0,2019-11
2019,11,CRIVTG23,CRIV,CTPATAGG,C.T. PATAGONICAS SA,PATAGONICA,Argentina,TURBO GAS,Térmica,TG,,Patagonia,0,2019-11
2019,11,CRIVTG26,CRIV,CTPATAGG,C.T. PATAGONICAS SA,PATAGONICA,Argentina,TURBO GAS,Térmica,TG,,Patagonia,0,2019-11
2019,11,CRIVTG27,ELEP,ELEPCRUG,ELECTROPATAGONIA-C.RIV-C.COMB.,PATAGONICA,Argentina,TURBO GAS,Térmica,CC,,Patagonia,350.186,2019-11
2019,11,CRIVTG28,ELEP,ELEPCRUG,ELECTROPATAGONIA-C.RIV-C.COMB.,PATAGONICA,Argentina,TURBO GAS,Térmica,CC,,Patagonia,0,2019-11
2019,11,CRIVTV25,ELEP,ELEPCRUG,ELECTROPATAGONIA-C.RIV-C.COMB.,PATAGONICA,Argentina,TURBO VAPOR,Térmica,CC,,Patagonia,0,2019-11
2019,11,CSARDI01,CSAR,CTCSARSG,CT CAPITAN SARMIENTO - SECCO,BUENOS AIRES,Argentina,MOTOR DIESEL,Térmica,DI,,Gba - Litoral - Buenos Aires,727.605,2019-11
2019,11,CSOLFV,CSOLFV,PFCERROG,PQUE FOTOV.CERROS DEL SOL,CENTRO,Argentina,FOTOVOLTAICA,Renovable,SOL,,Centro,887.788,2019-11
2019,11,CUM2FV,CUM2FV,PFCUMB2G,PQUE FOTOV.LA CUMBRE 2 MATER,CENTRO,Argentina,FOTOVOLTAICA,Renovable,SOL,,Centro,0,2019-11
2019,11,CUMBFV,CUMBFV,PFCUMBRG,PQUE FOTOVOLTAICO LA CUMBRE,CENTRO,Argentina,FOTOVOLTAICA,Renovable,SOL,,Centro,6182.657,2019-11
2019,11,CURUTG01,CURU,CTCURUGG,CT CONC.DEL URUGUAY - EMGASUD,LITORAL,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,0,2019-11
2019,11,CURUTG02,CURU,CTCURU2G,CT CONC.DEL URUGUAY II-EMGASUD,LITORAL,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,0,2019-11
2019,11,CVIEHI,CVIEHI,CVIENTOG,HIDR.CUESTA DEL VIENTO - EPSE,CUYO,Argentina,HIDRAULICA <=50,Renovable,HR,Resto Hidráulico,Cuyo,3500.113,2019-11
2019,11,DFUNTG01,DFUN,EPECORDG,EPEC GENERACION,CENTRO,Argentina,TURBO GAS,Térmica,TG,,Centro,163.051,2019-11
2019,11,DFUNTG02,DFUN,EPECORDG,EPEC GENERACION,CENTRO,Argentina,TURBO GAS,Térmica,TG,,Centro,118.421,2019-11
2019,11,DIA2EO,DIA2EO,PEDIADEG,P.EOLICO DIADEMA 2,PATAGONICA,Argentina,EOLICA,Renovable,EOL,,Patagonia,7743.658,2019-11
2019,11,DIADEO,DIADEO,HYCHICOG,HYCHICO P. EOLICO DIADEMA,PATAGONICA,Argentina,EOLICA,Renovable,EOL,,Patagonia,2667.073,2019-11
2019,11,DIQUTG01,DIQU,CTDIQUEG,CENTRAL DIQUE S.A.,GRAN BS.AS.,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,0,2019-11
2019,11,DIQUTG02,DIQU,CTDIQUEG,CENTRAL DIQUE S.A.,GRAN BS.AS.,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,180.522,2019-11
2019,11,DIQUTG03,DIQU,CTDIQUEG,CENTRAL DIQUE S.A.,GRAN BS.AS.,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,231.608,2019-11
2019,11,DIQUTG04,DIQU,CTDIQUEG,CENTRAL DIQUE S.A.,GRAN BS.AS.,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,1.272,2019-11
2019,11,DSUDTG07,DSUD,CTDOCKSG,CENTRAL DOCK SUD,GRAN BS.AS.,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,594.933,2019-11
2019,11,DSUDTG08,DSUD,CTDOCKSG,CENTRAL DOCK SUD,GRAN BS.AS.,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,471.202,2019-11
2019,11,DSUDTG09,DSUD,CTDOCKSG,CENTRAL DOCK SUD,GRAN BS.AS.,Argentina,TURBO GAS,Térmica,CC,,Gba - Litoral - Buenos Aires,145260.488,2019-11
2019,11,DSUDTG10,DSUD,CTDOCKSG,CENTRAL DOCK SUD,GRAN BS.AS.,Argentina,TURBO GAS,Térmica,CC,,Gba - Litoral - Buenos Aires,138289.93,2019-11
2019,11,DSUDTV11,DSUD,CTDOCKSG,CENTRAL DOCK SUD,GRAN BS.AS.,Argentina,TURBO VAPOR,Térmica,CC,,Gba - Litoral - Buenos Aires,157164.203,2019-11
2019,11,EBARTG01,EBAR,CTBARRAG,CT BARRAGAN - ENARSA,GRAN BS.AS.,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,9808.516,2019-11
2019,11,EBARTG02,EBAR,CTBARRAG,CT BARRAGAN - ENARSA,GRAN BS.AS.,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,10555.928,2019-11
2019,11,ELOMDI01,ELOM,PETRELRA,YAC.ENTRE LOMAS AUTOGENERADOR,COMAHUE,Argentina,MOTOR DIESEL,Térmica,DI,,Comahue,2308.386,2019-11
2019,11,EMBANUCL,EMBA,NUCLEOEG,NUCLEOELECTRICA ARG. SA,CENTRO,Argentina,NUCLEAR,Nuclear,NUC,,Centro,410997.394,2019-11
2019,11,EN1MEO,EN1MEO,PEENERGG,P.EOLICO LA ENERGETICA MATER,BUENOS AIRES,Argentina,EOLICA,Renovable,EOL,,Gba - Litoral - Buenos Aires,7314.493,2019-11
2019,11,ENE1EO,ENE1EO,PEENER2G,P.EOLICO LA ENERGETICA Renov2,BUENOS AIRES,Argentina,EOLICA,Renovable,EOL,,Gba - Litoral - Buenos Aires,3345.54,2019-11
2019,11,ENRSDI01,ENRS,CTENSENG,BIOGAS RS CT ENSENADA SECCO,GRAN BS.AS.,Argentina,BIOGAS,Renovable,BIOG,,Gba - Litoral - Buenos Aires,3486.43,2019-11
2019,11,ENSETG01,ENSE,LAPLATAC,LA PLATA COGENERACION SA,GRAN BS.AS.,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,73376.616,2019-11
2019,11,ESCAHI,ESCAHI,HTUCUMAG,HIDROELECTRICA TUCUMAN SA,NOROESTE,Argentina,HIDRAULICA <=50,Renovable,HR,Resto Hidráulico,Noa,7689.047,2019-11
2019,11,ETIGHI,ETIGHI,HIDIAMAG,H. DIAMANTE SA,CUYO,Argentina,HIDRAULICA <=50,Renovable,HR,Resto Hidráulico,Cuyo,3536.21,2019-11
2019,11,EZEITG01,EZEI,CTEZEI2G,CT EZEIZA ETAPA2 G MEDITERRANE,GRAN BS.AS.,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,12685.512,2019-11
2019,11,EZEITG02,EZEI,CTEZEIZG,CT EZEIZA ETAPA1 G MEDITERRANE,GRAN BS.AS.,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,10654.992,2019-11
2019,11,EZEITG03,EZEI,CTEZEIZG,CT EZEIZA ETAPA1 G MEDITERRANE,GRAN BS.AS.,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,12221.232,2019-11
2019,11,FIAMFV,FIAMFV,PSFIAMBG,PQUE SOLAR FIAMBALA,NOROESTE,Argentina,FOTOVOLTAICA,Renovable,SOL,,Noa,2894.328,2019-11
2019,11,FILOTG01,FILO,FILOMORG,C.T. FILO MORADO,COMAHUE,Argentina,TURBO GAS,Térmica,TG,,Comahue,0,2019-11
2019,11,FILOTG02,FILO,FILOMORG,C.T. FILO MORADO,COMAHUE,Argentina,TURBO GAS,Térmica,TG,,Comahue,0,2019-11
2019,11,FILOTG03,FILO,FILOMORG,C.T. FILO MORADO,COMAHUE,Argentina,TURBO GAS,Térmica,TG,,Comahue,0,2019-11
2019,11,FORDDI01,FORD,CTFORMAG,CT FORMOSA - APR ENERGY,NORESTE,Argentina,MOTOR DIESEL,Térmica,DI,,Nea,1943.96,2019-11
2019,11,FORDDI02,FORD,CTFORMAG,CT FORMOSA - APR ENERGY,NORESTE,Argentina,MOTOR DIESEL,Térmica,DI,,Nea,1919.502,2019-11
