anio,mes,agente_nemo,agente_descripcion,tipo_agente,region,provincia,categoria_area,categoria_demanda,tarifa,categoria_tarifa,demanda_MWh,indice_tiempo
2014,04,EDESAEGD,EMPRESA DIS. S. ESTERO SA,DI,NOROESTE,SGO.DEL ESTERO,Resto,Distribuidor,RES. MAYOR 2800 KWH BIM,Residencial,359.586,2014-04
2014,04,EDESAEGD,EMPRESA DIS. S. ESTERO SA,DI,NOROESTE,SGO.DEL ESTERO,Resto,Distribuidor,RES. MENOR O IGUAL 1000 KWH BIM,Residencial,45624.179,2014-04
2014,04,EDESAEGD,EMPRESA DIS. S. ESTERO SA,DI,NOROESTE,SGO.DEL ESTERO,Resto,Distribuidor,SANCIONADO DEM.MAYOR O IGUAL 10 Y MENOR300 KW,Comercial,13855.192,2014-04
2014,04,EDESAEGD,EMPRESA DIS. S. ESTERO SA,DI,NOROESTE,SGO.DEL ESTERO,Resto,Distribuidor,SANCIONADO DEM.MAYOR O IGUAL 10 Y MENOR300 KW,Industrial/Comercial Grande,13855.192,2014-04
2014,04,EDESALDD,EDESAL DISTRIBUIDOR,DI,CENTRO,SAN LUIS,Gran Usuario MEM,Gran Usuario,GUMES/GUPAS,Industrial/Comercial Grande,18422.2,2014-04
2014,04,EDESALDD,EDESAL DISTRIBUIDOR,DI,CENTRO,SAN LUIS,Resto,Distribuidor,Alumbrado Publico,Comercial,6091.921,2014-04
2014,04,EDESALDD,EDESAL DISTRIBUIDOR,DI,CENTRO,SAN LUIS,Resto,Distribuidor,Alumbrado Publico,Residencial,6091.921,2014-04
2014,04,EDESALDD,EDESAL DISTRIBUIDOR,DI,CENTRO,SAN LUIS,Resto,Distribuidor,GRANDES USUARIOS C DEM MAYOR O IGUAL 300KW,Industrial/Comercial Grande,15762.369,2014-04
2014,04,EDESALDD,EDESAL DISTRIBUIDOR,DI,CENTRO,SAN LUIS,Resto,Distribuidor,MENOR 10KW NO RES. MAYOR O IGUAL 4000 KWH/BIM,Comercial,2225.534,2014-04
2014,04,EDESALDD,EDESAL DISTRIBUIDOR,DI,CENTRO,SAN LUIS,Resto,Distribuidor,MENOR 10KW NO RES. MENOR 4000 KWH BIM,Comercial,8166.284,2014-04
2014,04,EDESALDD,EDESAL DISTRIBUIDOR,DI,CENTRO,SAN LUIS,Resto,Distribuidor,RES. MAYOR 1000 Y MENOR O IGUAL 1400 KWH BIM,Residencial,3269.806,2014-04
2014,04,EDESALDD,EDESAL DISTRIBUIDOR,DI,CENTRO,SAN LUIS,Resto,Distribuidor,RES. MAYOR 1400 Y MENOR O IGUAL 2800 KWH BIM,Residencial,2411.341,2014-04
2014,04,EDESALDD,EDESAL DISTRIBUIDOR,DI,CENTRO,SAN LUIS,Resto,Distribuidor,RES. MAYOR 2800 KWH BIM,Residencial,597.176,2014-04
2014,04,EDESALDD,EDESAL DISTRIBUIDOR,DI,CENTRO,SAN LUIS,Resto,Distribuidor,RES. MENOR O IGUAL 1000 KWH BIM,Residencial,30075.691,2014-04
2014,04,EDESALDD,EDESAL DISTRIBUIDOR,DI,CENTRO,SAN LUIS,Resto,Distribuidor,SANCIONADO DEM.MAYOR O IGUAL 10 Y MENOR300 KW,Comercial,15314.655,2014-04
2014,04,EDESALDD,EDESAL DISTRIBUIDOR,DI,CENTRO,SAN LUIS,Resto,Distribuidor,SANCIONADO DEM.MAYOR O IGUAL 10 Y MENOR300 KW,Industrial/Comercial Grande,15314.655,2014-04
2014,04,EDESASAD,EMP.DIST.ENERGIA DE SALTA,DI,NOROESTE,SALTA,Gran Usuario MEM,Gran Usuario,GUMES/GUPAS,Industrial/Comercial Grande,6856.73,2014-04
2014,04,EDESASAD,EMP.DIST.ENERGIA DE SALTA,DI,NOROESTE,SALTA,Resto,Distribuidor,Alumbrado Publico,Comercial,8628.942,2014-04
2014,04,EDESASAD,EMP.DIST.ENERGIA DE SALTA,DI,NOROESTE,SALTA,Resto,Distribuidor,Alumbrado Publico,Residencial,8628.942,2014-04
2014,04,EDESASAD,EMP.DIST.ENERGIA DE SALTA,DI,NOROESTE,SALTA,Resto,Distribuidor,GRANDES USUARIOS C DEM MAYOR O IGUAL 300KW,Industrial/Comercial Grande,5024.644,2014-04
2014,04,EDESASAD,EMP.DIST.ENERGIA DE SALTA,DI,NOROESTE,SALTA,Resto,Distribuidor,MENOR 10KW NO RES. MAYOR O IGUAL 4000 KWH/BIM,Comercial,2883.025,2014-04
2014,04,EDESASAD,EMP.DIST.ENERGIA DE SALTA,DI,NOROESTE,SALTA,Resto,Distribuidor,MENOR 10KW NO RES. MENOR 4000 KWH BIM,Comercial,13423.132,2014-04
2014,04,EDESASAD,EMP.DIST.ENERGIA DE SALTA,DI,NOROESTE,SALTA,Resto,Distribuidor,RES. MAYOR 1000 Y MENOR O IGUAL 1400 KWH BIM,Residencial,6555.704,2014-04
2014,04,EDESASAD,EMP.DIST.ENERGIA DE SALTA,DI,NOROESTE,SALTA,Resto,Distribuidor,RES. MAYOR 1400 Y MENOR O IGUAL 2800 KWH BIM,Residencial,5420.86,2014-04
2014,04,EDESASAD,EMP.DIST.ENERGIA DE SALTA,DI,NOROESTE,SALTA,Resto,Distribuidor,RES. MAYOR 2800 KWH BIM,Residencial,1381.922,2014-04
2014,04,EDESASAD,EMP.DIST.ENERGIA DE SALTA,DI,NOROESTE,SALTA,Resto,Distribuidor,RES. MENOR O IGUAL 1000 KWH BIM,Residencial,51186.096,2014-04
2014,04,EDESASAD,EMP.DIST.ENERGIA DE SALTA,DI,NOROESTE,SALTA,Resto,Distribuidor,SANCIONADO DEM.MAYOR O IGUAL 10 Y MENOR300 KW,Comercial,37525.838,2014-04
2014,04,EDESASAD,EMP.DIST.ENERGIA DE SALTA,DI,NOROESTE,SALTA,Resto,Distribuidor,SANCIONADO DEM.MAYOR O IGUAL 10 Y MENOR300 KW,Industrial/Comercial Grande,37525.838,2014-04
2014,04,EDESBA2D,EMP DIST ENERG SUR,DI,BUENOS AIRES,BUENOS AIRES,Gran Usuario MEM,Gran Usuario,GUMES/GUPAS,Industrial/Comercial Grande,2118.577,2014-04
2014,04,EDESBA2D,EMP DIST ENERG SUR,DI,BUENOS AIRES,BUENOS AIRES,Resto,Distribuidor,Alumbrado Publico,Comercial,3915.544,2014-04
2014,04,EDESBA2D,EMP DIST ENERG SUR,DI,BUENOS AIRES,BUENOS AIRES,Resto,Distribuidor,Alumbrado Publico,Residencial,3915.544,2014-04
2014,04,EDESBA2D,EMP DIST ENERG SUR,DI,BUENOS AIRES,BUENOS AIRES,Resto,Distribuidor,GRANDES USUARIOS C DEM MAYOR O IGUAL 300KW,Industrial/Comercial Grande,8717.546,2014-04
2014,04,EDESBA2D,EMP DIST ENERG SUR,DI,BUENOS AIRES,BUENOS AIRES,Resto,Distribuidor,MENOR 10KW NO RES. MAYOR O IGUAL 4000 KWH/BIM,Comercial,4246.163,2014-04
2014,04,EDESBA2D,EMP DIST ENERG SUR,DI,BUENOS AIRES,BUENOS AIRES,Resto,Distribuidor,MENOR 10KW NO RES. MENOR 4000 KWH BIM,Comercial,8093.435,2014-04
2014,04,EDESBA2D,EMP DIST ENERG SUR,DI,BUENOS AIRES,BUENOS AIRES,Resto,Distribuidor,RES. MAYOR 1000 Y MENOR O IGUAL 1400 KWH BIM,Residencial,1234.976,2014-04
2014,04,EDESBA2D,EMP DIST ENERG SUR,DI,BUENOS AIRES,BUENOS AIRES,Resto,Distribuidor,RES. MAYOR 1400 Y MENOR O IGUAL 2800 KWH BIM,Residencial,1176.663,2014-04
2014,04,EDESBA2D,EMP DIST ENERG SUR,DI,BUENOS AIRES,BUENOS AIRES,Resto,Distribuidor,RES. MAYOR 2800 KWH BIM,Residencial,742.928,2014-04
2014,04,EDESBA2D,EMP DIST ENERG SUR,DI,BUENOS AIRES,BUENOS AIRES,Resto,Distribuidor,RES. MENOR O IGUAL 1000 KWH BIM,Residencial,33109.229,2014-04
2014,04,EDESBA2D,EMP DIST ENERG SUR,DI,BUENOS AIRES,BUENOS AIRES,Resto,Distribuidor,SANCIONADO DEM.MAYOR O IGUAL 10 Y MENOR300 KW,Comercial,13361.283,2014-04
2014,04,EDESBA2D,EMP DIST ENERG SUR,DI,BUENOS AIRES,BUENOS AIRES,Resto,Distribuidor,SANCIONADO DEM.MAYOR O IGUAL 10 Y MENOR300 KW,Industrial/Comercial Grande,13361.283,2014-04
2014,04,EDESTEMD,EDESTESA(EMP.DIST.EL.DEL ESTE),DI,CUYO,MENDOZA,Gran Usuario MEM,Gran Usuario,GUMES/GUPAS,Industrial/Comercial Grande,1025.519,2014-04
2014,04,EDESTEMD,EDESTESA(EMP.DIST.EL.DEL ESTE),DI,CUYO,MENDOZA,Mendoza,Distribuidor,Alumbrado Publico,Comercial,3601.671,2014-04
2014,04,EDESTEMD,EDESTESA(EMP.DIST.EL.DEL ESTE),DI,CUYO,MENDOZA,Mendoza,Distribuidor,Alumbrado Publico,Residencial,3601.671,2014-04
2014,04,EDESTEMD,EDESTESA(EMP.DIST.EL.DEL ESTE),DI,CUYO,MENDOZA,Mendoza,Distribuidor,GRANDES USUARIOS C DEM MAYOR O IGUAL 300KW,Industrial/Comercial Grande,5166.681,2014-04
2014,04,EDESTEMD,EDESTESA(EMP.DIST.EL.DEL ESTE),DI,CUYO,MENDOZA,Mendoza,Distribuidor,MENOR 10KW NO RES. MAYOR O IGUAL 4000 KWH/BIM,Comercial,2206.759,2014-04
2014,04,EDESTEMD,EDESTESA(EMP.DIST.EL.DEL ESTE),DI,CUYO,MENDOZA,Mendoza,Distribuidor,MENOR 10KW NO RES. MENOR 4000 KWH BIM,Comercial,4434.54,2014-04
2014,04,EDESTEMD,EDESTESA(EMP.DIST.EL.DEL ESTE),DI,CUYO,MENDOZA,Mendoza,Distribuidor,RES. MAYOR 1000 Y MENOR O IGUAL 1400 KWH BIM,Residencial,1897.967,2014-04
2014,04,EDESTEMD,EDESTESA(EMP.DIST.EL.DEL ESTE),DI,CUYO,MENDOZA,Mendoza,Distribuidor,RES. MAYOR 1400 Y MENOR O IGUAL 2800 KWH BIM,Residencial,1598.574,2014-04
2014,04,EDESTEMD,EDESTESA(EMP.DIST.EL.DEL ESTE),DI,CUYO,MENDOZA,Mendoza,Distribuidor,RES. MAYOR 2800 KWH BIM,Residencial,486.662,2014-04
2014,04,EDESTEMD,EDESTESA(EMP.DIST.EL.DEL ESTE),DI,CUYO,MENDOZA,Mendoza,Distribuidor,RES. MENOR O IGUAL 1000 KWH BIM,Residencial,16186.586,2014-04
2014,04,EDESTEMD,EDESTESA(EMP.DIST.EL.DEL ESTE),DI,CUYO,MENDOZA,Mendoza,Distribuidor,SANCIONADO DEM.MAYOR O IGUAL 10 Y MENOR300 KW,Comercial,19537.691,2014-04
2014,04,EDESTEMD,EDESTESA(EMP.DIST.EL.DEL ESTE),DI,CUYO,MENDOZA,Mendoza,Distribuidor,SANCIONADO DEM.MAYOR O IGUAL 10 Y MENOR300 KW,Industrial/Comercial Grande,19537.691,2014-04
2014,04,EDESURCD,EDESUR DISTRIBUIDOR,DI,GRAN BS.AS.,BUENOS AIRES,Edesur,Distribuidor,Alumbrado Publico,Comercial,54058.045,2014-04
2014,04,EDESURCD,EDESUR DISTRIBUIDOR,DI,GRAN BS.AS.,BUENOS AIRES,Edesur,Distribuidor,Alumbrado Publico,Residencial,54058.045,2014-04
2014,04,EDESURCD,EDESUR DISTRIBUIDOR,DI,GRAN BS.AS.,BUENOS AIRES,Edesur,Distribuidor,GRANDES USUARIOS C DEM MAYOR O IGUAL 300KW,Industrial/Comercial Grande,158921.972,2014-04
2014,04,EDESURCD,EDESUR DISTRIBUIDOR,DI,GRAN BS.AS.,BUENOS AIRES,Edesur,Distribuidor,MENOR 10KW NO RES. MAYOR O IGUAL 4000 KWH/BIM,Comercial,56680.385,2014-04
2014,04,EDESURCD,EDESUR DISTRIBUIDOR,DI,GRAN BS.AS.,BUENOS AIRES,Edesur,Distribuidor,MENOR 10KW NO RES. MENOR 4000 KWH BIM,Comercial,116293.357,2014-04
2014,04,EDESURCD,EDESUR DISTRIBUIDOR,DI,GRAN BS.AS.,BUENOS AIRES,Edesur,Distribuidor,RES. MAYOR 1000 Y MENOR O IGUAL 1400 KWH BIM,Residencial,32590.555,2014-04
2014,04,EDESURCD,EDESUR DISTRIBUIDOR,DI,GRAN BS.AS.,BUENOS AIRES,Edesur,Distribuidor,RES. MAYOR 1400 Y MENOR O IGUAL 2800 KWH BIM,Residencial,11112.372,2014-04
2014,04,EDESURCD,EDESUR DISTRIBUIDOR,DI,GRAN BS.AS.,BUENOS AIRES,Edesur,Distribuidor,RES. MAYOR 2800 KWH BIM,Residencial,5301.504,2014-04
2014,04,EDESURCD,EDESUR DISTRIBUIDOR,DI,GRAN BS.AS.,BUENOS AIRES,Edesur,Distribuidor,RES. MENOR O IGUAL 1000 KWH BIM,Residencial,524055.091,2014-04
2014,04,EDESURCD,EDESUR DISTRIBUIDOR,DI,GRAN BS.AS.,BUENOS AIRES,Edesur,Distribuidor,SANCIONADO DEM.MAYOR O IGUAL 10 Y MENOR300 KW,Comercial,280465.519,2014-04
2014,04,EDESURCD,EDESUR DISTRIBUIDOR,DI,GRAN BS.AS.,BUENOS AIRES,Edesur,Distribuidor,SANCIONADO DEM.MAYOR O IGUAL 10 Y MENOR300 KW,Industrial/Comercial Grande,280465.519,2014-04
2014,04,EDESURCD,EDESUR DISTRIBUIDOR,DI,GRAN BS.AS.,BUENOS AIRES,Gran Usuario MEM,Gran Usuario,GUMES/GUPAS,Industrial/Comercial Grande,110315.302,2014-04
2014,04,EDETUCTD,EDE TUCUMAN,DI,NOROESTE,TUCUMAN,Gran Usuario MEM,Gran Usuario,GUMES/GUPAS,Industrial/Comercial Grande,7002.104,2014-04
2014,04,EDETUCTD,EDE TUCUMAN,DI,NOROESTE,TUCUMAN,Tucuman,Distribuidor,Alumbrado Publico,Comercial,10182.403,2014-04
2014,04,EDETUCTD,EDE TUCUMAN,DI,NOROESTE,TUCUMAN,Tucuman,Distribuidor,Alumbrado Publico,Residencial,10182.403,2014-04
2014,04,EDETUCTD,EDE TUCUMAN,DI,NOROESTE,TUCUMAN,Tucuman,Distribuidor,GRANDES USUARIOS C DEM MAYOR O IGUAL 300KW,Industrial/Comercial Grande,15997.136,2014-04
2014,04,EDETUCTD,EDE TUCUMAN,DI,NOROESTE,TUCUMAN,Tucuman,Distribuidor,MENOR 10KW NO RES. MAYOR O IGUAL 4000 KWH/BIM,Comercial,5016.429,2014-04
2014,04,EDETUCTD,EDE TUCUMAN,DI,NOROESTE,TUCUMAN,Tucuman,Distribuidor,MENOR 10KW NO RES. MENOR 4000 KWH BIM,Comercial,14805.477,2014-04
2014,04,EDETUCTD,EDE TUCUMAN,DI,NOROESTE,TUCUMAN,Tucuman,Distribuidor,RES. MAYOR 1000 Y MENOR O IGUAL 1400 KWH BIM,Residencial,6930.21,2014-04
2014,04,EDETUCTD,EDE TUCUMAN,DI,NOROESTE,TUCUMAN,Tucuman,Distribuidor,RES. MAYOR 1400 Y MENOR O IGUAL 2800 KWH BIM,Residencial,4393.259,2014-04
2014,04,EDETUCTD,EDE TUCUMAN,DI,NOROESTE,TUCUMAN,Tucuman,Distribuidor,RES. MAYOR 2800 KWH BIM,Residencial,867.518,2014-04
2014,04,EDETUCTD,EDE TUCUMAN,DI,NOROESTE,TUCUMAN,Tucuman,Distribuidor,RES. MENOR O IGUAL 1000 KWH BIM,Residencial,88616.463,2014-04
2014,04,EDETUCTD,EDE TUCUMAN,DI,NOROESTE,TUCUMAN,Tucuman,Distribuidor,SANCIONADO DEM.MAYOR O IGUAL 10 Y MENOR300 KW,Comercial,32048.854,2014-04
2014,04,EDETUCTD,EDE TUCUMAN,DI,NOROESTE,TUCUMAN,Tucuman,Distribuidor,SANCIONADO DEM.MAYOR O IGUAL 10 Y MENOR300 KW,Industrial/Comercial Grande,32048.854,2014-04
2014,04,EJUESAYD,EMPRESA JUJENIA DE ENERGIA SA,DI,NOROESTE,JUJUY,Gran Usuario MEM,Gran Usuario,GUMES/GUPAS,Industrial/Comercial Grande,563.682,2014-04
2014,04,EJUESAYD,EMPRESA JUJENIA DE ENERGIA SA,DI,NOROESTE,JUJUY,Resto,Distribuidor,Alumbrado Publico,Comercial,3485.272,2014-04
2014,04,EJUESAYD,EMPRESA JUJENIA DE ENERGIA SA,DI,NOROESTE,JUJUY,Resto,Distribuidor,Alumbrado Publico,Residencial,3485.272,2014-04
2014,04,EJUESAYD,EMPRESA JUJENIA DE ENERGIA SA,DI,NOROESTE,JUJUY,Resto,Distribuidor,GRANDES USUARIOS C DEM MAYOR O IGUAL 300KW,Industrial/Comercial Grande,3019.105,2014-04
2014,04,EJUESAYD,EMPRESA JUJENIA DE ENERGIA SA,DI,NOROESTE,JUJUY,Resto,Distribuidor,MENOR 10KW NO RES. MAYOR O IGUAL 4000 KWH/BIM,Comercial,4038.334,2014-04
2014,04,EJUESAYD,EMPRESA JUJENIA DE ENERGIA SA,DI,NOROESTE,JUJUY,Resto,Distribuidor,MENOR 10KW NO RES. MENOR 4000 KWH BIM,Comercial,6425.183,2014-04
2014,04,EJUESAYD,EMPRESA JUJENIA DE ENERGIA SA,DI,NOROESTE,JUJUY,Resto,Distribuidor,RES. MAYOR 1000 Y MENOR O IGUAL 1400 KWH BIM,Residencial,2896.319,2014-04
2014,04,EJUESAYD,EMPRESA JUJENIA DE ENERGIA SA,DI,NOROESTE,JUJUY,Resto,Distribuidor,RES. MAYOR 1400 Y MENOR O IGUAL 2800 KWH BIM,Residencial,2610.37,2014-04
2014,04,EJUESAYD,EMPRESA JUJENIA DE ENERGIA SA,DI,NOROESTE,JUJUY,Resto,Distribuidor,RES. MAYOR 2800 KWH BIM,Residencial,917.603,2014-04
2014,04,EJUESAYD,EMPRESA JUJENIA DE ENERGIA SA,DI,NOROESTE,JUJUY,Resto,Distribuidor,RES. MENOR O IGUAL 1000 KWH BIM,Residencial,28320.359,2014-04
2014,04,EJUESAYD,EMPRESA JUJENIA DE ENERGIA SA,DI,NOROESTE,JUJUY,Resto,Distribuidor,SANCIONADO DEM.MAYOR O IGUAL 10 Y MENOR300 KW,Comercial,10133.208,2014-04
2014,04,EJUESAYD,EMPRESA JUJENIA DE ENERGIA SA,DI,NOROESTE,JUJUY,Resto,Distribuidor,SANCIONADO DEM.MAYOR O IGUAL 10 Y MENOR300 KW,Industrial/Comercial Grande,10133.208,2014-04
2014,04,ELECNIMY,ELECTRO ALEACIONES EX AC.ZAPLA,GU,CUYO,MENDOZA,Gran Usuario MEM,Gran Usuario,GUMAS/AUTOGENERADORES,Industrial/Comercial Grande,63.481,2014-04
2014,04,EMACHIJZ,ELECTROMETALURGICA ANDINA S.A.,GU,CUYO,SAN JUAN,Gran Usuario MEM,Gran Usuario,GUMAS/AUTOGENERADORES,Industrial/Comercial Grande,12764.132,2014-04
2014,04,EMBACOXY,EMBOTELLADORA DEL ATLANTICO S.,GU,CENTRO,CORDOBA,Gran Usuario MEM,Gran Usuario,GUMAS/AUTOGENERADORES,Industrial/Comercial Grande,3724.177,2014-04
2014,04,EMISSAND,EMP.ELECTRIC.DE MISIONES S.A.,DI,NORESTE,MISIONES,Gran Usuario MEM,Gran Usuario,GUMES/GUPAS,Industrial/Comercial Grande,430.68,2014-04
2014,04,EMISSAND,EMP.ELECTRIC.DE MISIONES S.A.,DI,NORESTE,MISIONES,Resto,Distribuidor,Alumbrado Publico,Comercial,6094.065,2014-04
2014,04,EMISSAND,EMP.ELECTRIC.DE MISIONES S.A.,DI,NORESTE,MISIONES,Resto,Distribuidor,Alumbrado Publico,Residencial,6094.065,2014-04
2014,04,EMISSAND,EMP.ELECTRIC.DE MISIONES S.A.,DI,NORESTE,MISIONES,Resto,Distribuidor,GRANDES USUARIOS C DEM MAYOR O IGUAL 300KW,Industrial/Comercial Grande,14292.075,2014-04
2014,04,EMISSAND,EMP.ELECTRIC.DE MISIONES S.A.,DI,NORESTE,MISIONES,Resto,Distribuidor,MENOR 10KW NO RES. MAYOR O IGUAL 4000 KWH/BIM,Comercial,5604.503,2014-04
2014,04,EMISSAND,EMP.ELECTRIC.DE MISIONES S.A.,DI,NORESTE,MISIONES,Resto,Distribuidor,MENOR 10KW NO RES. MENOR 4000 KWH BIM,Comercial,12507.993,2014-04
2014,04,EMISSAND,EMP.ELECTRIC.DE MISIONES S.A.,DI,NORESTE,MISIONES,Resto,Distribuidor,RES. MAYOR 1000 Y MENOR O IGUAL 1400 KWH BIM,Residencial,10732.078,2014-04
2014,04,EMISSAND,EMP.ELECTRIC.DE MISIONES S.A.,DI,NORESTE,MISIONES,Resto,Distribuidor,RES. MAYOR 1400 Y MENOR O IGUAL 2800 KWH BIM,Residencial,9709.751,2014-04
2014,04,EMISSAND,EMP.ELECTRIC.DE MISIONES S.A.,DI,NORESTE,MISIONES,Resto,Distribuidor,RES. MAYOR 2800 KWH BIM,Residencial,3003.245,2014-04
2014,04,EMISSAND,EMP.ELECTRIC.DE MISIONES S.A.,DI,NORESTE,MISIONES,Resto,Distribuidor,RES. MENOR O IGUAL 1000 KWH BIM,Residencial,64172.17,2014-04
2014,04,EMISSAND,EMP.ELECTRIC.DE MISIONES S.A.,DI,NORESTE,MISIONES,Resto,Distribuidor,SANCIONADO DEM.MAYOR O IGUAL 10 Y MENOR300 KW,Comercial,29669.545,2014-04
2014,04,EMISSAND,EMP.ELECTRIC.DE MISIONES S.A.,DI,NORESTE,MISIONES,Resto,Distribuidor,SANCIONADO DEM.MAYOR O IGUAL 10 Y MENOR300 KW,Industrial/Comercial Grande,29669.545,2014-04
2014,04,ENERSAED,ENERGIA DE ENTRE RIOS SA,DI,LITORAL,ENTRE RIOS,Entre Rios,Distribuidor,Alumbrado Publico,Comercial,12269.135,2014-04
2014,04,ENERSAED,ENERGIA DE ENTRE RIOS SA,DI,LITORAL,ENTRE RIOS,Entre Rios,Distribuidor,Alumbrado Publico,Residencial,12269.135,2014-04
2014,04,ENERSAED,ENERGIA DE ENTRE RIOS SA,DI,LITORAL,ENTRE RIOS,Entre Rios,Distribuidor,GRANDES USUARIOS C DEM MAYOR O IGUAL 300KW,Industrial/Comercial Grande,38351.038,2014-04
2014,04,ENERSAED,ENERGIA DE ENTRE RIOS SA,DI,LITORAL,ENTRE RIOS,Entre Rios,Distribuidor,MENOR 10KW NO RES. MAYOR O IGUAL 4000 KWH/BIM,Comercial,8985.732,2014-04
2014,04,ENERSAED,ENERGIA DE ENTRE RIOS SA,DI,LITORAL,ENTRE RIOS,Entre Rios,Distribuidor,MENOR 10KW NO RES. MENOR 4000 KWH BIM,Comercial,20563.917,2014-04
2014,04,ENERSAED,ENERGIA DE ENTRE RIOS SA,DI,LITORAL,ENTRE RIOS,Entre Rios,Distribuidor,RES. MAYOR 1000 Y MENOR O IGUAL 1400 KWH BIM,Residencial,6455.132,2014-04
2014,04,ENERSAED,ENERGIA DE ENTRE RIOS SA,DI,LITORAL,ENTRE RIOS,Entre Rios,Distribuidor,RES. MAYOR 1400 Y MENOR O IGUAL 2800 KWH BIM,Residencial,3816.086,2014-04
2014,04,ENERSAED,ENERGIA DE ENTRE RIOS SA,DI,LITORAL,ENTRE RIOS,Entre Rios,Distribuidor,RES. MAYOR 2800 KWH BIM,Residencial,736.009,2014-04
2014,04,ENERSAED,ENERGIA DE ENTRE RIOS SA,DI,LITORAL,ENTRE RIOS,Entre Rios,Distribuidor,RES. MENOR O IGUAL 1000 KWH BIM,Residencial,66098.554,2014-04
2014,04,ENERSAED,ENERGIA DE ENTRE RIOS SA,DI,LITORAL,ENTRE RIOS,Entre Rios,Distribuidor,SANCIONADO DEM.MAYOR O IGUAL 10 Y MENOR300 KW,Comercial,34696.283,2014-04
2014,04,ENERSAED,ENERGIA DE ENTRE RIOS SA,DI,LITORAL,ENTRE RIOS,Entre Rios,Distribuidor,SANCIONADO DEM.MAYOR O IGUAL 10 Y MENOR300 KW,Industrial/Comercial Grande,34696.283,2014-04
2014,04,ENERSAED,ENERGIA DE ENTRE RIOS SA,DI,LITORAL,ENTRE RIOS,Gran Usuario MEM,Gran Usuario,GUMES/GUPAS,Industrial/Comercial Grande,5871.04,2014-04
2014,04,ENODMROY,ENOD S.A. - Moron,GU,GRAN BS.AS.,BUENOS AIRES,Gran Usuario MEM,Gran Usuario,GUMAS/AUTOGENERADORES,Industrial/Comercial Grande,723.62,2014-04
2014,04,ENSIARQZ,ENSI PLANTA AGUA PESADA,GU,COMAHUE,NEUQUEN,Gran Usuario MEM,Gran Usuario,GUMAS/AUTOGENERADORES,Industrial/Comercial Grande,2277.865,2014-04
2014,04,ENVAPPOY,ENVASES DEL PLATA - Palomar,GU,GRAN BS.AS.,BUENOS AIRES,Gran Usuario MEM,Gran Usuario,GUMAS/AUTOGENERADORES,Industrial/Comercial Grande,1658.95,2014-04
2014,04,EPECORXD,EPEC DISTRIBUIDOR,DI,CENTRO,CORDOBA,Cordoba,Distribuidor,Alumbrado Publico,Comercial,32718.727,2014-04
2014,04,EPECORXD,EPEC DISTRIBUIDOR,DI,CENTRO,CORDOBA,Cordoba,Distribuidor,Alumbrado Publico,Residencial,32718.727,2014-04
2014,04,EPECORXD,EPEC DISTRIBUIDOR,DI,CENTRO,CORDOBA,Cordoba,Distribuidor,GRANDES USUARIOS C DEM MAYOR O IGUAL 300KW,Industrial/Comercial Grande,135379.974,2014-04
2014,04,EPECORXD,EPEC DISTRIBUIDOR,DI,CENTRO,CORDOBA,Cordoba,Distribuidor,MENOR 10KW NO RES. MAYOR O IGUAL 4000 KWH/BIM,Comercial,24009.458,2014-04
2014,04,EPECORXD,EPEC DISTRIBUIDOR,DI,CENTRO,CORDOBA,Cordoba,Distribuidor,MENOR 10KW NO RES. MENOR 4000 KWH BIM,Comercial,69027.566,2014-04
2014,04,EPECORXD,EPEC DISTRIBUIDOR,DI,CENTRO,CORDOBA,Cordoba,Distribuidor,RES. MAYOR 1000 Y MENOR O IGUAL 1400 KWH BIM,Residencial,11864.364,2014-04
2014,04,EPECORXD,EPEC DISTRIBUIDOR,DI,CENTRO,CORDOBA,Cordoba,Distribuidor,RES. MAYOR 1400 Y MENOR O IGUAL 2800 KWH BIM,Residencial,9173.611,2014-04
2014,04,EPECORXD,EPEC DISTRIBUIDOR,DI,CENTRO,CORDOBA,Cordoba,Distribuidor,RES. MAYOR 2800 KWH BIM,Residencial,4837.854,2014-04
2014,04,EPECORXD,EPEC DISTRIBUIDOR,DI,CENTRO,CORDOBA,Cordoba,Distribuidor,RES. MENOR O IGUAL 1000 KWH BIM,Residencial,228349.915,2014-04
2014,04,EPECORXD,EPEC DISTRIBUIDOR,DI,CENTRO,CORDOBA,Cordoba,Distribuidor,SANCIONADO DEM.MAYOR O IGUAL 10 Y MENOR300 KW,Comercial,128105.421,2014-04
2014,04,EPECORXD,EPEC DISTRIBUIDOR,DI,CENTRO,CORDOBA,Cordoba,Distribuidor,SANCIONADO DEM.MAYOR O IGUAL 10 Y MENOR300 KW,Industrial/Comercial Grande,128105.421,2014-04
2014,04,EPECORXD,EPEC DISTRIBUIDOR,DI,CENTRO,CORDOBA,Gran Usuario MEM,Gran Usuario,GUMES/GUPAS,Industrial/Comercial Grande,8731.775,2014-04
2014,04,EPENEUQD,EPEN DISTRIBUIDOR,DI,COMAHUE,NEUQUEN,Gran Usuario MEM,Gran Usuario,GUMES/GUPAS,Industrial/Comercial Grande,98.7,2014-04
2014,04,EPENEUQD,EPEN DISTRIBUIDOR,DI,COMAHUE,NEUQUEN,Resto,Distribuidor,Alumbrado Publico,Comercial,3173.95,2014-04
